study_hours_per_day,attendance_rate,homework_completion_rate,classroom_engagement_level,parents_academic_involvement,type_of_school,tuition_hours_per_week,household_income_bracket,stress_levels_during_exams,sleep_hours_per_day,extracurricular_involvement,screen_time_non_academic,nutrition_level,overall_academic_performance
1,77.0,61.4,low,low,international,5,mid,low,10,low,7,balanced,51.5
2,62.8,75.7,medium,medium,private,7,mid,medium,5,moderate,6,mixed,46.3
9,88.4,89.9,low,medium,international,9,low,low,6,moderate,2,mixed,98.0
2,87.6,50.1,medium,medium,public,10,low,medium,10,high,6,junk-heavy,49.0
5,79.4,42.9,medium,high,public,2,low,high,8,moderate,1,junk-heavy,65.8
9,60.6,56.5,high,low,international,8,low,medium,4,low,2,balanced,96.0
9,54.9,92.6,medium,medium,public,6,mid,low,5,none,3,mixed,86.8
8,53.2,30.7,medium,medium,private,10,low,high,8,moderate,4,balanced,66.2
1,79.6,77.5,high,medium,public,5,mid,low,6,moderate,5,junk-heavy,48.7
1,91.3,63.4,high,medium,public,10,high,high,8,moderate,5,mixed,63.7
9,92.9,41.3,medium,low,public,0,high,high,9,high,2,junk-heavy,76.6
8,73.2,52.5,medium,medium,public,3,low,medium,7,low,5,junk-heavy,67.4
9,89.2,45.7,low,low,public,4,mid,medium,11,low,6,balanced,77.2
7,97.3,91.4,low,medium,public,1,high,low,8,low,4,balanced,90.1
3,63.8,63.7,medium,medium,public,0,low,medium,7,none,3,junk-heavy,32.6
3,69.9,69.4,low,low,private,1,high,low,6,none,3,balanced,53.4
2,96.6,71.6,medium,medium,private,7,high,medium,11,none,1,balanced,78.3
5,66.9,74.8,low,low,public,9,low,medium,7,low,5,balanced,69.2
3,95.7,64.7,medium,medium,private,5,mid,medium,6,none,6,junk-heavy,51.3
6,99.1,31.3,medium,medium,public,9,low,high,5,low,4,balanced,66.9
2,83.1,53.4,low,medium,public,1,low,medium,7,none,5,junk-heavy,33.7
3,90.8,42.9,medium,high,public,8,high,medium,11,high,4,junk-heavy,69.9
5,87.5,77.6,medium,medium,private,7,high,high,11,high,7,balanced,75.4
1,85.0,34.0,medium,low,public,3,high,low,9,moderate,1,balanced,64.6
1,65.3,69.5,medium,high,public,10,low,high,8,high,7,mixed,47.2
9,52.9,44.7,high,low,public,9,high,medium,8,moderate,6,junk-heavy,82.4
7,67.2,96.4,low,medium,international,6,high,medium,5,high,7,balanced,78.5
1,83.3,53.5,low,high,international,2,high,high,10,moderate,5,junk-heavy,46.9
8,55.1,52.8,low,medium,public,5,high,high,4,low,7,balanced,64.1
3,50.6,94.6,medium,low,public,2,mid,medium,9,high,3,balanced,57.2
8,57.0,59.2,high,low,international,9,low,low,9,low,1,junk-heavy,98.0
5,85.8,97.4,low,low,public,2,low,high,6,low,6,balanced,52.9
1,98.6,31.7,medium,medium,public,10,low,high,9,moderate,7,junk-heavy,33.9
7,99.2,51.4,medium,low,public,8,mid,medium,4,high,5,balanced,77.1
5,74.7,76.6,high,medium,international,5,low,low,4,low,3,balanced,79.0
6,93.5,92.4,high,medium,private,7,mid,high,5,moderate,3,balanced,97.9
6,86.8,47.9,medium,high,public,3,low,low,5,low,4,balanced,71.2
8,75.1,95.1,medium,high,public,3,high,high,10,high,3,mixed,98.0
9,78.6,71.6,high,high,international,7,low,medium,10,moderate,2,balanced,98.0
2,56.9,86.1,high,low,public,6,mid,medium,7,low,7,mixed,40.9
9,96.9,57.8,medium,medium,public,4,mid,medium,9,moderate,5,mixed,81.1
9,67.6,44.9,medium,medium,public,1,low,medium,7,none,5,junk-heavy,61.0
7,72.3,93.8,medium,low,private,5,mid,high,7,low,4,mixed,81.4
1,83.6,95.3,medium,medium,public,0,mid,medium,7,moderate,3,mixed,56.9
7,66.7,64.8,medium,high,private,6,mid,high,7,moderate,4,balanced,86.1
5,62.7,30.5,medium,low,public,8,high,high,8,low,2,balanced,62.0
6,81.6,37.7,high,low,public,4,low,low,10,low,4,balanced,77.8
7,51.2,70.1,medium,low,public,4,high,medium,5,high,5,junk-heavy,61.3
5,86.0,31.7,high,medium,private,6,high,medium,6,moderate,6,balanced,82.0
7,75.7,57.8,medium,high,public,4,high,medium,10,low,6,mixed,86.5
9,80.3,51.2,high,low,public,9,low,medium,6,low,4,junk-heavy,87.6
3,81.6,80.0,medium,medium,public,3,low,low,6,low,5,mixed,58.0
8,76.4,33.9,medium,high,private,0,mid,medium,6,moderate,1,balanced,91.8
2,79.1,64.2,medium,medium,private,5,low,medium,6,high,2,junk-heavy,38.9
7,84.2,70.5,medium,medium,public,8,low,high,8,none,7,junk-heavy,58.5
2,87.7,73.2,high,low,public,3,low,medium,10,moderate,2,balanced,63.2
4,86.4,58.4,low,medium,public,9,mid,medium,5,moderate,5,mixed,53.5
7,93.5,51.3,medium,medium,public,10,low,high,9,moderate,6,junk-heavy,73.0
3,59.5,77.8,low,medium,international,3,high,high,7,high,1,balanced,54.7
2,70.1,89.3,high,low,public,4,mid,medium,7,low,3,mixed,53.2
7,97.4,78.6,medium,low,public,5,low,low,10,none,4,junk-heavy,78.2
1,69.8,95.2,medium,medium,public,2,high,high,11,high,7,balanced,44.0
8,56.2,80.2,low,medium,public,8,high,low,7,none,7,balanced,80.8
3,76.3,83.5,medium,high,public,0,low,high,10,high,3,junk-heavy,56.2
2,55.5,41.8,high,high,public,10,low,medium,11,moderate,7,junk-heavy,51.3
3,60.1,59.4,low,low,private,5,low,medium,5,none,1,junk-heavy,41.4
5,99.9,64.0,medium,high,public,5,high,high,10,low,2,junk-heavy,74.2
8,77.1,47.9,medium,low,public,7,low,low,5,none,3,balanced,79.9
7,64.2,67.0,medium,medium,public,4,mid,medium,9,moderate,1,balanced,84.7
7,99.7,50.4,medium,medium,private,8,mid,medium,8,none,2,mixed,91.3
7,98.3,78.1,medium,low,public,8,mid,high,8,moderate,6,junk-heavy,71.8
8,72.0,62.9,medium,low,public,1,mid,high,11,none,3,balanced,78.8
1,63.0,62.1,medium,medium,public,4,low,high,9,high,7,balanced,34.3
4,91.9,98.9,medium,medium,public,6,low,low,7,high,6,mixed,73.9
6,85.8,57.5,medium,medium,private,1,low,low,10,moderate,2,mixed,86.4
9,84.3,55.4,low,medium,private,6,mid,high,9,high,5,junk-heavy,78.5
2,94.7,52.3,high,high,international,8,high,medium,11,low,7,balanced,81.0
1,84.5,92.6,high,medium,public,7,high,medium,5,low,2,junk-heavy,59.8
2,64.2,64.8,low,medium,public,9,low,medium,7,none,2,balanced,47.0
7,84.7,72.0,medium,medium,public,8,low,high,10,low,7,junk-heavy,71.4
3,65.3,42.7,low,low,public,3,high,low,8,none,1,mixed,53.2
2,88.0,67.9,high,low,public,7,high,low,9,high,1,junk-heavy,80.5
7,81.0,49.2,high,medium,private,8,low,high,7,moderate,4,balanced,92.6
2,53.9,81.1,medium,medium,public,9,mid,low,8,moderate,7,junk-heavy,48.6
3,75.6,88.3,medium,high,public,1,low,medium,10,moderate,1,mixed,72.3
7,67.2,80.0,medium,low,public,9,low,high,4,none,5,junk-heavy,54.3
4,66.4,81.1,medium,low,private,2,mid,low,10,low,5,mixed,71.6
1,80.1,65.9,high,low,public,0,high,low,11,moderate,6,balanced,56.7
5,66.1,79.8,medium,low,public,0,low,medium,6,low,2,mixed,59.6
9,88.8,59.6,high,medium,international,9,mid,low,4,moderate,1,junk-heavy,98.0
8,53.5,75.6,medium,high,private,5,mid,medium,11,none,7,balanced,90.8
9,83.0,48.1,low,medium,public,0,mid,medium,11,moderate,7,junk-heavy,66.8
9,90.5,34.9,medium,medium,public,4,mid,medium,9,high,7,junk-heavy,66.3
7,83.6,58.9,medium,medium,public,5,low,medium,7,moderate,4,junk-heavy,66.5
4,74.9,62.3,high,low,private,8,low,high,7,low,1,balanced,71.2
5,97.5,47.9,medium,high,private,5,mid,high,11,none,7,balanced,80.7
1,65.0,80.9,medium,medium,public,3,mid,high,5,low,4,mixed,29.2
1,51.0,35.1,medium,low,private,0,low,medium,6,moderate,2,junk-heavy,25.0
3,71.6,45.6,medium,medium,public,5,mid,medium,8,low,7,balanced,45.7
8,51.7,82.4,medium,medium,private,6,mid,high,7,moderate,7,mixed,80.6
2,97.7,60.6,high,low,public,4,mid,medium,8,none,6,balanced,53.4
4,60.5,79.4,medium,low,public,5,mid,high,8,moderate,6,junk-heavy,44.8
2,89.4,69.7,medium,medium,private,9,mid,low,11,low,5,balanced,77.6
5,88.7,96.5,high,low,public,7,low,medium,8,none,1,mixed,72.8
9,60.9,71.8,low,low,international,0,mid,medium,10,high,1,balanced,84.2
1,81.1,31.0,medium,medium,public,7,low,medium,4,high,5,mixed,29.2
5,52.4,54.7,medium,medium,public,10,mid,medium,8,low,5,junk-heavy,65.5
9,74.2,40.0,low,medium,private,1,mid,medium,5,moderate,6,balanced,59.8
1,50.7,94.7,high,high,public,1,low,low,10,moderate,6,balanced,65.3
9,96.1,37.3,medium,medium,public,7,low,high,4,moderate,6,balanced,77.9
8,98.8,57.1,medium,medium,public,1,low,medium,11,low,3,mixed,76.6
4,61.1,45.8,low,high,international,7,mid,high,4,high,3,mixed,52.3
5,60.4,89.3,medium,medium,private,4,low,medium,7,moderate,3,mixed,76.8
5,87.7,51.6,medium,low,public,8,low,medium,6,moderate,5,balanced,61.5
6,62.7,99.4,medium,medium,public,8,mid,high,6,none,3,balanced,73.7
7,94.8,32.7,high,medium,public,7,low,high,9,low,1,junk-heavy,92.8
8,78.7,39.0,medium,medium,public,8,low,low,7,moderate,5,junk-heavy,79.2
8,67.5,45.7,medium,high,international,6,high,low,11,high,1,mixed,98.0
2,91.6,86.8,medium,medium,private,7,high,medium,6,moderate,5,mixed,63.8
9,74.7,91.5,medium,high,public,5,low,medium,11,low,7,mixed,97.6
7,95.6,35.0,medium,low,public,8,mid,high,11,none,2,balanced,86.5
4,96.4,32.3,low,medium,international,1,mid,medium,8,moderate,1,mixed,52.5
4,58.3,82.1,medium,high,public,2,high,medium,5,low,7,junk-heavy,38.9
8,50.1,39.3,low,low,international,1,mid,medium,8,moderate,5,junk-heavy,53.4
4,99.2,39.3,medium,low,public,5,mid,medium,6,moderate,4,junk-heavy,51.4
6,95.3,31.6,medium,medium,private,2,high,medium,11,high,5,mixed,77.8
5,52.8,33.5,low,medium,private,10,low,medium,11,high,2,junk-heavy,57.7
3,91.7,48.5,high,low,private,0,mid,medium,6,moderate,5,balanced,56.0
2,72.9,34.6,medium,medium,public,3,mid,medium,11,high,2,junk-heavy,49.6
9,62.9,55.8,high,low,public,4,high,high,10,moderate,3,mixed,85.5
9,93.9,88.3,low,medium,public,10,high,medium,5,moderate,1,mixed,98.0
1,59.8,52.8,high,high,international,3,low,high,11,moderate,2,balanced,60.4
3,97.4,80.9,low,low,public,5,low,medium,4,high,4,mixed,49.5
8,60.3,36.6,medium,low,international,2,low,medium,4,low,1,balanced,71.4
6,80.7,76.2,high,medium,private,9,low,high,5,moderate,5,balanced,76.2
5,61.2,52.2,medium,medium,public,5,mid,medium,10,none,5,junk-heavy,62.0
5,77.3,82.5,low,low,international,9,mid,high,11,none,2,junk-heavy,63.6
6,84.2,39.5,high,medium,private,0,mid,high,11,low,7,balanced,62.2
7,59.5,92.9,medium,high,public,5,mid,low,4,low,4,mixed,80.8
1,76.0,47.0,medium,medium,public,7,low,high,10,moderate,2,mixed,47.8
9,73.5,54.7,low,medium,private,9,mid,low,6,moderate,7,junk-heavy,81.5
3,53.6,96.5,medium,medium,private,7,high,low,11,low,4,balanced,78.6
4,90.9,70.5,low,medium,private,0,mid,high,11,moderate,6,balanced,65.7
1,66.8,55.6,high,low,private,6,low,medium,4,high,2,balanced,59.1
3,78.7,96.5,medium,medium,public,9,low,high,6,moderate,3,balanced,67.4
2,75.7,53.0,high,high,private,9,low,medium,7,none,3,mixed,66.8
2,75.7,36.6,medium,low,public,3,mid,medium,11,moderate,3,junk-heavy,35.4
1,55.4,99.8,high,medium,public,5,low,low,8,none,2,balanced,62.4
8,71.2,48.7,medium,low,public,5,high,medium,4,low,7,balanced,66.0
3,72.6,89.6,high,medium,public,4,high,medium,7,moderate,1,mixed,72.1
3,86.7,41.6,medium,medium,public,9,mid,low,9,high,5,junk-heavy,58.9
6,92.0,81.2,high,medium,public,8,low,medium,4,moderate,1,junk-heavy,79.9
8,77.2,66.7,medium,medium,public,10,mid,high,7,moderate,5,junk-heavy,71.5
9,54.3,98.7,low,low,public,9,high,medium,5,moderate,4,balanced,89.7
9,61.8,68.7,medium,medium,private,7,low,medium,7,moderate,3,mixed,86.4
4,58.2,31.8,low,medium,public,5,high,low,6,high,3,balanced,63.4
5,56.2,72.3,medium,low,public,3,mid,medium,5,none,5,mixed,49.9
2,68.3,40.2,medium,high,private,3,low,medium,10,low,3,balanced,61.9
9,61.5,85.9,medium,low,public,8,mid,medium,11,none,1,junk-heavy,98.0
8,60.9,90.0,medium,medium,public,3,low,medium,5,low,2,mixed,73.5
3,52.7,63.7,medium,medium,international,6,mid,low,6,low,3,mixed,63.6
9,50.9,84.8,low,medium,public,5,mid,low,4,low,6,balanced,85.0
3,55.1,40.2,high,low,public,1,low,high,5,high,7,junk-heavy,25.0
9,58.6,64.4,high,medium,private,4,low,high,4,moderate,7,balanced,66.5
2,71.5,57.6,medium,low,private,2,low,medium,8,moderate,3,mixed,43.4
9,75.5,72.8,low,medium,private,8,mid,medium,10,moderate,6,mixed,98.0
8,57.0,33.1,medium,medium,public,9,low,medium,7,high,4,balanced,75.8
9,71.2,82.6,high,medium,private,0,mid,high,10,moderate,2,balanced,98.0
5,67.1,35.5,medium,high,private,9,low,high,7,none,5,balanced,60.1
2,59.2,76.0,medium,high,public,3,low,medium,6,low,2,mixed,50.6
8,50.3,31.3,low,medium,public,3,low,medium,6,high,2,junk-heavy,51.6
6,73.4,88.2,high,medium,private,8,low,high,9,moderate,5,balanced,81.9
8,84.3,42.2,medium,low,public,0,low,medium,7,none,2,mixed,63.1
5,61.3,66.1,medium,high,public,1,high,high,8,low,4,balanced,65.6
2,56.6,48.3,low,high,public,0,mid,medium,11,high,6,balanced,52.6
6,94.4,80.6,medium,low,public,0,high,high,11,high,1,balanced,84.3
5,63.8,52.5,medium,medium,public,0,low,high,6,low,2,balanced,46.4
5,61.2,80.7,medium,high,public,2,high,medium,8,high,1,junk-heavy,70.7
1,92.9,49.9,high,low,public,10,mid,low,9,moderate,4,junk-heavy,65.1
2,90.9,82.7,low,medium,international,3,mid,high,6,moderate,4,balanced,52.1
8,72.4,32.1,high,medium,public,9,low,high,5,low,7,balanced,66.9
3,74.5,49.8,medium,medium,public,1,low,medium,9,high,7,balanced,48.8
3,60.9,64.9,medium,low,international,0,high,medium,11,moderate,2,balanced,65.2
8,53.9,33.2,high,low,private,4,mid,high,4,low,3,balanced,71.8
8,78.7,43.0,medium,low,public,5,mid,medium,7,low,2,balanced,84.7
2,54.9,95.4,medium,high,public,1,low,medium,4,low,1,balanced,48.8
8,72.5,98.4,high,medium,public,2,low,high,9,low,4,mixed,93.1
1,97.0,81.8,medium,medium,international,9,high,medium,7,low,1,balanced,78.6
6,97.6,47.7,medium,medium,public,2,mid,high,9,moderate,1,junk-heavy,55.7
8,62.0,48.2,high,low,public,1,mid,high,6,none,7,balanced,61.4
3,81.2,75.2,medium,high,private,3,low,high,4,high,5,junk-heavy,30.8
8,73.7,38.2,medium,high,public,4,mid,medium,9,low,4,mixed,88.6
1,93.8,96.4,high,medium,private,7,low,high,9,high,4,junk-heavy,59.8
9,63.6,45.7,medium,medium,private,5,low,medium,8,moderate,1,balanced,94.6
9,50.2,100.0,low,medium,public,8,mid,medium,9,low,6,balanced,92.6
5,58.1,64.7,high,medium,public,2,mid,medium,6,none,4,mixed,62.1
4,67.5,84.0,low,low,public,9,low,medium,9,moderate,6,junk-heavy,52.0
6,65.8,30.2,high,medium,private,8,mid,medium,5,high,6,balanced,73.7
7,89.6,92.2,high,high,private,10,mid,high,4,none,2,mixed,95.5
5,84.0,48.9,medium,low,private,10,high,high,4,low,5,junk-heavy,40.8
9,65.0,76.8,low,medium,public,3,low,high,10,high,2,mixed,83.4
3,72.9,86.4,medium,low,private,7,low,high,5,high,7,balanced,52.8
7,54.8,41.5,medium,low,public,9,high,medium,7,moderate,3,balanced,83.6
5,94.9,61.0,high,medium,public,6,mid,medium,6,moderate,3,junk-heavy,75.7
7,96.8,64.6,medium,low,public,6,mid,medium,11,low,6,junk-heavy,84.8
2,99.0,51.8,low,high,private,8,low,low,5,low,1,balanced,68.5
4,93.4,63.7,medium,medium,private,9,high,medium,9,low,6,junk-heavy,71.4
2,58.7,52.2,high,low,public,1,mid,medium,8,low,3,junk-heavy,37.0
7,52.3,55.3,medium,medium,private,4,mid,medium,6,moderate,2,balanced,70.5
2,79.0,76.9,high,medium,public,2,high,medium,11,low,3,junk-heavy,66.0
1,95.6,74.3,medium,low,public,6,mid,medium,5,none,1,balanced,50.8
9,58.9,46.3,high,medium,public,2,low,medium,5,moderate,4,junk-heavy,61.0
1,50.4,92.8,medium,medium,international,4,mid,medium,4,none,5,balanced,43.8
8,90.3,90.4,medium,low,public,4,mid,medium,4,moderate,1,junk-heavy,80.2
2,53.8,65.6,high,high,public,1,mid,low,4,low,1,balanced,59.8
8,70.7,60.3,medium,low,international,10,mid,medium,10,none,1,mixed,97.5
3,83.9,56.4,medium,low,private,0,low,medium,6,low,2,junk-heavy,33.8
6,61.8,79.5,high,medium,private,5,high,medium,9,none,4,junk-heavy,84.3
3,54.2,77.0,medium,low,public,0,mid,medium,7,low,1,mixed,51.0
7,88.5,43.7,medium,medium,private,8,low,medium,6,none,4,balanced,85.2
9,81.5,77.0,medium,medium,public,9,mid,low,4,low,6,junk-heavy,82.0
2,99.4,47.7,high,low,private,4,high,medium,4,none,7,balanced,51.1
5,67.2,31.3,medium,high,public,0,low,medium,6,none,7,mixed,31.9
6,53.1,78.9,medium,medium,private,7,low,high,9,moderate,1,mixed,74.3
4,86.7,75.1,medium,medium,public,0,low,medium,9,moderate,2,mixed,58.1
4,76.1,58.8,medium,medium,public,3,low,low,5,none,1,balanced,63.4
4,60.7,66.8,high,low,private,6,low,medium,5,low,7,balanced,51.6
2,89.1,96.3,low,medium,public,3,high,high,4,none,6,balanced,39.0
4,60.2,71.7,medium,high,public,4,low,high,10,moderate,3,junk-heavy,58.9
1,63.0,76.1,low,low,public,6,high,low,4,moderate,2,balanced,48.4
6,54.6,34.5,medium,medium,private,3,low,high,7,none,7,balanced,41.3
1,70.0,41.6,high,medium,public,4,high,medium,9,high,1,junk-heavy,62.1
6,70.9,51.1,low,medium,private,6,low,high,5,high,1,mixed,61.6
1,75.7,67.8,medium,medium,private,0,mid,medium,7,low,1,balanced,61.6
6,85.4,84.4,medium,low,private,2,low,low,11,none,3,mixed,74.4
8,95.3,52.5,high,low,public,0,low,medium,4,none,3,balanced,70.3
2,56.9,54.9,medium,low,private,2,low,high,11,high,7,balanced,39.4
2,52.7,47.9,medium,medium,public,10,mid,high,9,low,1,mixed,62.4
4,50.9,47.8,high,low,public,1,low,medium,11,none,7,junk-heavy,48.1
3,57.2,96.4,high,high,private,4,high,low,4,high,3,mixed,73.1
4,82.9,74.5,high,medium,international,9,low,medium,7,moderate,1,junk-heavy,77.9
7,86.4,40.9,medium,low,public,4,low,high,7,moderate,3,mixed,63.0
1,89.3,80.6,high,medium,public,9,low,medium,4,high,4,balanced,67.1
6,62.2,80.5,medium,medium,international,8,mid,medium,8,high,6,junk-heavy,75.8
3,65.3,76.7,medium,low,private,7,low,low,4,none,7,mixed,46.1
7,74.2,39.4,medium,low,public,2,low,low,5,moderate,1,balanced,78.3
2,53.2,58.6,medium,low,public,0,mid,medium,9,moderate,6,balanced,46.1
2,80.6,37.5,high,low,public,4,low,medium,11,none,1,balanced,65.5
4,99.2,87.2,low,high,private,10,mid,medium,9,low,5,mixed,86.4
1,68.0,75.9,high,medium,public,2,low,medium,10,low,5,junk-heavy,51.5
3,87.6,65.5,high,high,private,4,mid,low,4,high,2,junk-heavy,63.5
9,75.0,54.0,medium,medium,international,8,high,high,6,high,4,mixed,98.0
7,56.4,42.9,high,low,international,10,low,low,4,moderate,4,mixed,85.2
7,79.1,37.5,low,high,private,0,low,high,11,high,2,junk-heavy,65.5
4,65.0,97.8,low,low,public,0,high,medium,8,low,5,mixed,58.1
2,51.7,44.0,high,low,public,8,mid,medium,5,low,7,junk-heavy,32.4
4,81.7,34.2,medium,medium,private,2,mid,high,11,low,2,junk-heavy,58.6
6,92.9,97.3,medium,medium,public,9,mid,medium,4,moderate,5,balanced,89.5
3,67.2,68.4,medium,medium,public,4,low,medium,11,high,7,balanced,63.4
1,69.5,85.8,high,medium,public,8,high,low,11,low,1,mixed,78.8
8,94.6,33.1,medium,high,international,10,mid,high,7,low,6,balanced,96.0
5,90.7,69.7,medium,medium,private,4,mid,medium,10,moderate,2,balanced,86.9
5,85.7,57.9,medium,medium,public,2,high,medium,5,moderate,3,junk-heavy,64.4
4,62.4,84.0,high,medium,public,8,mid,low,11,low,6,junk-heavy,76.2
6,95.5,32.7,low,medium,public,6,mid,high,5,high,5,balanced,50.5
3,57.7,58.1,medium,low,private,6,high,low,8,none,1,mixed,60.5
9,81.3,85.9,medium,high,public,7,low,medium,11,none,7,junk-heavy,95.2
5,51.4,66.6,medium,medium,international,10,low,medium,9,low,3,mixed,76.1
3,82.2,68.5,medium,medium,private,4,low,high,7,moderate,3,junk-heavy,56.2
1,63.9,36.8,medium,high,international,1,high,medium,6,high,7,junk-heavy,27.6
6,72.5,39.3,low,high,private,10,mid,medium,4,high,4,balanced,79.8
2,67.3,77.4,low,low,private,8,low,medium,6,moderate,5,balanced,50.7
3,58.6,77.3,medium,low,private,2,low,medium,11,low,1,balanced,64.9
1,81.1,98.5,medium,medium,public,10,low,high,9,moderate,5,balanced,56.0
9,94.1,79.8,medium,high,public,1,low,high,11,high,1,mixed,98.0
8,98.0,64.5,medium,medium,private,9,high,low,11,low,7,mixed,98.0
2,59.6,90.0,medium,medium,public,9,mid,medium,7,low,6,junk-heavy,47.2
8,85.9,37.3,medium,medium,public,4,high,high,10,moderate,5,balanced,83.9
9,83.2,61.5,medium,low,private,7,mid,medium,10,none,6,balanced,91.6
1,67.2,50.1,low,high,private,2,mid,medium,5,low,3,balanced,48.6
5,51.0,37.3,low,medium,public,5,mid,low,8,moderate,4,mixed,46.2
8,84.5,83.4,medium,high,public,8,high,low,8,high,7,junk-heavy,94.7
2,97.3,65.8,high,medium,public,1,high,medium,5,high,6,mixed,50.3
4,81.6,69.0,medium,high,public,7,high,medium,11,moderate,7,junk-heavy,73.6
7,71.8,58.8,high,medium,international,9,mid,high,8,high,2,junk-heavy,84.9
3,76.3,62.2,medium,medium,private,6,low,high,6,none,5,junk-heavy,44.8
5,60.0,38.1,medium,high,international,2,mid,low,9,moderate,3,balanced,79.3
8,87.5,77.1,high,medium,public,0,low,high,5,low,7,junk-heavy,61.6
3,87.3,60.3,low,medium,public,5,low,high,11,moderate,2,mixed,62.5
4,57.3,87.2,low,low,private,1,low,medium,4,high,6,junk-heavy,33.7
9,93.9,43.7,high,medium,public,2,low,medium,4,none,2,junk-heavy,68.2
7,63.5,44.4,medium,high,public,4,mid,medium,7,high,2,junk-heavy,71.4
1,99.1,75.2,low,low,international,10,low,medium,9,none,6,balanced,55.2
4,69.1,89.2,low,medium,private,7,mid,medium,9,moderate,3,junk-heavy,60.9
4,58.9,63.1,high,medium,public,1,low,medium,5,none,6,balanced,45.3
9,67.6,80.9,high,low,public,5,mid,medium,9,high,1,mixed,98.0
6,72.0,100.0,medium,low,public,0,mid,medium,6,low,2,balanced,83.5
9,53.5,99.3,low,medium,international,6,low,medium,10,low,4,junk-heavy,90.4
6,78.9,82.1,high,low,private,3,mid,high,9,high,7,balanced,76.5
6,79.9,81.8,medium,high,public,0,mid,low,5,moderate,1,balanced,94.8
5,86.9,47.3,medium,medium,public,8,mid,medium,5,moderate,3,junk-heavy,67.8
5,51.5,88.3,medium,medium,private,8,mid,high,6,moderate,2,mixed,75.6
2,77.1,58.4,medium,low,public,10,mid,medium,11,moderate,3,mixed,64.1
8,52.6,97.3,medium,medium,international,2,low,high,8,high,3,balanced,78.7
8,85.1,35.7,high,medium,international,5,mid,medium,6,high,2,junk-heavy,88.0
1,52.8,60.5,high,low,private,6,mid,medium,5,low,3,balanced,59.8
8,95.6,68.9,medium,medium,private,3,low,high,5,moderate,7,junk-heavy,72.0
5,85.1,58.4,medium,high,public,5,mid,low,5,high,7,balanced,75.5
2,75.4,44.7,medium,low,public,8,mid,high,5,high,4,mixed,35.6
2,72.1,71.5,medium,medium,private,9,low,medium,7,none,4,balanced,52.5
6,56.5,82.9,medium,high,public,5,mid,medium,10,moderate,5,balanced,83.3
9,64.5,75.1,medium,low,public,6,mid,low,8,high,7,mixed,86.0
1,93.4,46.4,low,high,public,5,low,high,5,low,2,mixed,35.1
