study_hours_per_day,attendance_rate,homework_completion_rate,classroom_engagement_level,parents_academic_involvement,type_of_school,tuition_hours_per_week,household_income_bracket,stress_levels_during_exams,sleep_hours_per_day,extracurricular_involvement,screen_time_non_academic,nutrition_level,overall_academic_performance
3,68.9,73.3,low,low,private,5,mid,medium,6,none,4,balanced,48.3
9,81.6,59.0,medium,medium,public,2,low,high,9,none,3,balanced,89.9
7,59.0,61.4,medium,high,international,6,mid,medium,5,low,2,mixed,76.2
7,77.3,41.6,low,medium,public,8,mid,high,10,none,4,balanced,80.2
6,70.3,72.0,high,low,public,5,high,medium,5,low,2,junk-heavy,72.6
6,91.0,56.7,medium,high,public,4,mid,low,6,high,5,mixed,78.2
7,76.8,66.5,high,low,public,1,mid,low,11,moderate,5,junk-heavy,78.4
9,66.2,36.1,medium,low,private,3,mid,high,10,high,1,junk-heavy,77.8
9,55.4,77.0,high,medium,private,2,mid,low,7,moderate,3,junk-heavy,91.1
9,64.5,75.1,medium,low,public,6,mid,low,8,high,7,mixed,86.0
2,79.2,94.0,high,low,international,8,high,low,10,none,7,balanced,81.3
6,69.6,66.5,medium,low,public,0,mid,medium,7,moderate,7,junk-heavy,52.6
6,62.5,48.8,high,low,private,6,high,medium,7,low,4,junk-heavy,68.5
2,69.9,92.0,high,medium,public,9,mid,medium,4,low,4,balanced,61.4
8,87.3,59.9,low,medium,international,0,mid,medium,6,high,4,mixed,72.4
1,70.8,57.2,medium,medium,private,3,high,medium,8,low,3,junk-heavy,42.6
2,94.8,30.3,low,medium,public,0,mid,low,10,moderate,6,mixed,37.5
7,74.5,96.2,high,medium,private,9,mid,high,5,moderate,1,junk-heavy,94.2
6,78.1,76.5,low,medium,public,0,high,medium,7,low,3,mixed,71.9
1,97.2,59.1,high,medium,public,7,high,low,8,low,1,balanced,80.4
3,73.5,85.4,low,low,public,1,low,low,9,low,3,mixed,54.8
8,69.1,64.1,medium,low,international,4,mid,low,8,none,3,balanced,90.0
4,62.9,93.4,medium,low,private,8,high,medium,10,low,4,balanced,75.2
5,82.5,75.6,low,low,private,8,low,medium,6,none,5,mixed,52.6
5,72.5,65.8,high,medium,private,4,mid,medium,10,low,3,balanced,95.1
9,74.2,88.9,low,high,public,3,low,medium,8,moderate,5,balanced,98.0
9,63.8,42.7,medium,medium,private,9,mid,high,8,low,1,junk-heavy,88.2
6,69.2,96.8,high,high,public,1,mid,high,5,none,2,junk-heavy,65.7
5,76.0,89.3,medium,medium,public,7,high,medium,9,high,5,balanced,85.1
7,82.7,64.7,low,medium,public,0,low,medium,6,low,6,mixed,52.2
5,89.8,33.7,medium,medium,international,7,low,medium,8,moderate,4,mixed,77.9
8,77.8,42.6,low,high,public,7,mid,high,8,moderate,5,mixed,72.5
9,84.0,78.5,medium,low,public,6,high,medium,5,high,2,mixed,93.3
3,72.4,38.9,high,low,public,9,mid,low,8,none,5,mixed,63.6
2,98.5,68.0,low,medium,public,7,high,medium,11,moderate,4,balanced,66.3
5,58.9,53.3,high,high,public,9,low,medium,8,moderate,4,balanced,86.0
4,55.3,89.6,low,medium,public,5,high,medium,4,moderate,3,junk-heavy,50.8
1,90.9,30.8,low,low,public,8,low,medium,4,moderate,4,balanced,30.7
9,56.4,39.5,medium,medium,private,10,mid,low,6,none,1,balanced,98.0
1,88.3,45.8,low,low,public,9,mid,medium,8,low,7,junk-heavy,38.4
2,64.7,62.5,medium,medium,international,4,mid,high,9,high,5,mixed,55.4
2,51.8,59.7,high,medium,private,0,low,high,5,none,4,junk-heavy,26.9
2,72.7,57.9,high,medium,private,7,mid,medium,7,low,1,balanced,77.4
5,63.9,89.5,medium,medium,public,10,high,medium,5,none,2,junk-heavy,76.6
5,68.8,64.5,low,medium,private,8,low,medium,10,high,4,junk-heavy,61.7
9,88.3,91.8,medium,medium,international,6,low,high,8,high,4,junk-heavy,93.4
3,87.5,43.1,medium,high,private,7,mid,medium,9,high,1,balanced,85.9
7,83.9,38.6,high,low,public,9,mid,high,8,low,7,mixed,68.7
8,59.2,49.6,medium,medium,international,3,mid,medium,10,high,4,junk-heavy,85.6
3,78.5,66.3,low,low,private,8,high,low,4,none,1,junk-heavy,48.7
8,62.7,39.9,medium,high,international,1,low,high,7,low,7,balanced,65.8
5,90.1,67.1,medium,high,public,10,mid,low,7,none,5,mixed,92.5
5,85.0,90.3,high,medium,public,3,high,medium,7,none,7,junk-heavy,57.6
4,68.4,31.3,medium,medium,public,9,mid,medium,10,low,5,balanced,74.7
9,99.1,89.3,low,high,public,10,mid,medium,8,low,4,mixed,98.0
5,91.2,90.5,medium,medium,private,10,mid,high,5,moderate,4,junk-heavy,77.0
1,74.7,50.9,high,low,public,8,high,medium,4,moderate,5,balanced,51.0
4,58.9,80.3,medium,medium,international,4,high,low,10,none,5,junk-heavy,66.8
9,58.6,64.4,high,medium,private,4,low,high,4,moderate,7,balanced,66.5
8,84.1,45.7,medium,high,private,10,mid,low,9,moderate,2,mixed,98.0
7,68.8,79.1,medium,medium,public,9,low,medium,8,none,4,mixed,84.1
4,98.2,63.3,high,low,public,2,high,medium,7,moderate,3,junk-heavy,62.2
3,95.7,53.8,medium,medium,public,0,mid,high,11,moderate,6,junk-heavy,43.5
7,88.9,62.3,low,medium,public,6,low,medium,9,none,4,mixed,74.0
7,76.9,32.0,low,medium,private,5,mid,medium,10,low,1,junk-heavy,69.7
4,93.4,63.7,medium,medium,private,9,high,medium,9,low,6,junk-heavy,71.4
3,84.6,69.7,medium,low,public,3,low,high,10,none,1,junk-heavy,44.1
9,83.3,45.3,low,medium,private,0,low,medium,10,low,7,junk-heavy,70.9
9,61.7,74.4,high,medium,private,9,high,medium,5,moderate,1,junk-heavy,98.0
6,95.9,73.3,high,low,public,10,high,low,8,high,7,balanced,97.2
7,82.6,82.2,high,high,public,9,low,medium,7,high,2,balanced,98.0
8,66.9,77.2,medium,medium,international,0,mid,high,6,low,6,junk-heavy,65.6
4,75.6,87.1,medium,medium,public,6,mid,low,9,none,1,mixed,84.2
3,93.1,44.6,high,medium,public,10,mid,medium,10,low,7,junk-heavy,64.6
7,79.1,37.5,low,high,private,0,low,high,11,high,2,junk-heavy,65.5
5,51.6,62.3,high,medium,public,9,mid,medium,5,low,1,balanced,67.3
2,66.6,37.0,high,medium,public,10,mid,high,9,moderate,5,balanced,52.2
6,55.6,62.2,medium,low,public,3,low,medium,6,low,2,junk-heavy,42.6
5,85.5,59.6,medium,medium,public,8,low,low,9,low,3,balanced,84.3
2,83.1,53.4,low,medium,public,1,low,medium,7,none,5,junk-heavy,33.7
9,88.0,91.6,medium,low,public,5,mid,high,4,high,6,mixed,74.6
6,61.8,79.5,high,medium,private,5,high,medium,9,none,4,junk-heavy,84.3
6,55.4,79.6,low,high,public,6,low,medium,6,high,3,balanced,69.5
5,72.7,35.1,high,low,public,4,high,high,11,moderate,6,junk-heavy,56.1
9,89.2,45.7,low,low,public,4,mid,medium,11,low,6,balanced,77.2
2,58.1,32.7,high,medium,public,5,low,high,11,moderate,6,mixed,37.2
7,90.9,35.3,medium,high,public,8,mid,high,11,high,4,junk-heavy,71.8
3,56.5,56.9,medium,medium,private,7,mid,medium,8,low,3,junk-heavy,57.1
4,58.1,48.0,low,high,public,6,mid,medium,9,none,5,balanced,56.5
8,68.1,45.3,high,low,international,5,low,medium,9,low,7,balanced,89.5
3,98.0,44.0,low,low,international,6,low,medium,6,low,1,mixed,57.1
7,57.0,61.2,low,medium,public,1,mid,high,10,low,3,balanced,64.0
6,63.0,32.1,medium,high,public,9,high,medium,6,low,1,balanced,87.3
8,86.0,70.0,high,high,private,2,mid,low,9,high,4,mixed,98.0
6,61.0,51.2,medium,low,public,0,low,medium,9,low,3,junk-heavy,52.2
2,89.8,85.4,medium,medium,public,4,mid,low,4,none,4,balanced,64.2
7,83.8,88.9,high,medium,public,6,mid,medium,4,high,5,balanced,88.9
5,53.6,82.6,low,medium,public,7,mid,high,4,low,4,mixed,63.3
8,69.4,53.3,medium,high,international,8,low,medium,10,moderate,7,junk-heavy,79.3
5,79.3,53.5,low,medium,private,4,low,low,11,moderate,4,balanced,71.4
4,90.2,36.5,medium,high,public,0,low,medium,5,high,1,balanced,62.4
8,99.7,82.2,low,high,private,9,high,low,6,moderate,6,balanced,98.0
2,98.5,61.6,medium,low,private,10,high,high,8,none,3,junk-heavy,54.6
1,92.6,53.3,medium,high,public,3,low,medium,5,low,2,mixed,52.4
9,80.2,71.1,low,medium,private,6,mid,low,6,none,6,balanced,93.9
1,87.5,70.3,medium,medium,public,7,mid,high,5,low,3,mixed,41.4
9,98.1,95.4,medium,low,international,5,mid,medium,10,moderate,6,junk-heavy,98.0
8,83.3,75.3,high,high,public,1,high,medium,4,low,5,junk-heavy,76.1
5,71.7,40.8,low,medium,public,10,mid,medium,5,high,2,balanced,74.3
4,81.5,35.2,medium,high,public,10,low,high,4,moderate,7,junk-heavy,38.7
6,67.0,60.2,medium,low,public,9,mid,high,11,moderate,2,balanced,80.9
5,86.6,54.5,high,medium,public,2,low,low,10,moderate,6,junk-heavy,69.4
3,61.2,56.2,high,low,public,3,low,high,8,moderate,1,junk-heavy,49.0
1,63.3,82.0,high,medium,public,10,mid,high,7,none,1,mixed,53.3
7,71.8,58.8,high,medium,international,9,mid,high,8,high,2,junk-heavy,84.9
5,53.5,31.6,medium,medium,public,9,low,medium,10,low,2,balanced,76.6
8,83.5,64.6,medium,high,public,10,low,medium,9,low,5,junk-heavy,86.8
5,79.4,42.9,medium,high,public,2,low,high,8,moderate,1,junk-heavy,65.8
1,81.2,98.8,medium,medium,private,3,mid,low,8,moderate,1,balanced,73.9
2,57.3,87.5,high,medium,public,7,mid,high,6,low,6,balanced,53.5
1,69.2,69.1,high,high,private,3,high,medium,4,low,6,junk-heavy,47.1
9,50.3,56.3,medium,medium,public,1,low,medium,5,low,1,mixed,78.0
7,78.5,72.0,high,low,public,9,mid,low,6,moderate,5,balanced,96.3
7,51.4,43.9,low,low,public,7,high,medium,6,low,5,balanced,61.4
7,71.9,67.6,high,low,private,3,low,medium,10,none,3,balanced,92.0
4,76.7,48.7,medium,low,private,8,high,medium,11,high,7,junk-heavy,64.7
9,58.9,91.5,high,medium,public,4,low,medium,11,moderate,4,junk-heavy,98.0
6,72.0,100.0,medium,low,public,0,mid,medium,6,low,2,balanced,83.5
7,71.6,85.8,medium,high,private,4,low,medium,10,low,1,balanced,98.0
6,76.5,45.2,medium,low,private,8,low,low,11,none,3,balanced,85.7
8,82.2,47.7,medium,high,public,5,high,medium,11,low,4,balanced,98.0
8,84.1,99.9,medium,low,international,5,low,medium,9,moderate,4,junk-heavy,90.4
3,63.7,93.0,high,medium,public,6,low,medium,11,high,4,mixed,65.2
5,72.3,75.4,high,medium,private,7,mid,high,8,high,2,balanced,77.9
9,91.0,86.2,high,medium,private,7,low,medium,7,high,7,balanced,93.0
1,65.0,60.5,high,low,public,4,mid,medium,9,moderate,1,mixed,59.4
7,64.1,92.3,medium,high,public,2,mid,medium,5,moderate,7,balanced,72.8
2,69.2,35.6,high,low,public,6,high,high,9,high,5,mixed,43.4
3,57.0,82.1,medium,high,public,6,low,medium,8,high,2,mixed,64.2
9,52.7,90.8,medium,low,public,10,low,high,4,low,2,balanced,88.2
1,67.1,95.1,medium,high,public,4,low,low,8,none,1,balanced,70.7
7,50.9,98.0,low,medium,international,6,low,high,10,moderate,1,balanced,84.4
3,66.3,58.1,medium,low,international,8,low,medium,9,moderate,2,mixed,63.3
4,51.5,42.8,high,low,public,0,low,medium,9,moderate,7,balanced,45.0
3,91.3,91.6,high,high,public,3,mid,high,9,high,1,junk-heavy,73.8
5,50.7,31.6,medium,high,public,0,mid,low,10,high,7,junk-heavy,43.3
8,70.4,88.5,high,low,private,2,mid,medium,11,moderate,4,balanced,96.0
3,63.8,63.7,medium,medium,public,0,low,medium,7,none,3,junk-heavy,32.6
3,64.2,95.7,medium,medium,public,0,mid,low,7,none,5,mixed,57.4
9,54.3,89.9,medium,high,public,10,low,high,11,low,1,balanced,98.0
2,57.1,33.7,high,medium,private,10,mid,high,10,low,3,junk-heavy,57.0
2,72.3,34.7,high,low,private,1,mid,low,11,high,3,mixed,60.8
9,96.9,35.4,low,high,private,3,low,medium,11,moderate,2,balanced,98.0
1,73.6,65.5,medium,low,public,7,mid,medium,6,low,2,mixed,49.8
2,56.2,92.8,high,low,public,3,mid,medium,11,moderate,4,mixed,60.9
3,50.9,85.5,high,high,private,8,low,high,6,high,6,mixed,55.9
4,51.6,37.5,medium,medium,public,0,mid,medium,6,low,7,junk-heavy,28.6
2,87.0,36.7,low,medium,public,0,high,low,5,low,1,junk-heavy,41.1
1,94.9,76.3,medium,low,public,2,mid,medium,11,high,2,junk-heavy,48.0
1,71.3,51.4,medium,medium,public,5,mid,high,10,high,4,balanced,48.6
3,80.0,48.5,medium,low,private,2,low,medium,6,low,3,balanced,49.3
5,63.3,36.3,low,medium,public,9,low,high,6,high,7,mixed,53.6
9,78.9,85.1,medium,low,private,10,low,medium,11,moderate,2,mixed,98.0
6,56.5,82.9,medium,high,public,5,mid,medium,10,moderate,5,balanced,83.3
1,99.8,37.9,medium,medium,international,9,low,high,7,high,3,junk-heavy,48.6
3,53.7,73.5,low,medium,public,5,mid,medium,10,moderate,2,balanced,67.2
5,94.5,55.7,medium,medium,private,9,low,low,4,high,1,balanced,81.1
5,73.4,70.5,high,medium,public,9,mid,medium,7,high,7,junk-heavy,74.4
6,94.4,89.1,medium,low,private,4,mid,medium,5,high,2,junk-heavy,80.4
4,99.2,87.2,low,high,private,10,mid,medium,9,low,5,mixed,86.4
9,52.8,49.2,high,high,private,4,low,low,5,high,7,junk-heavy,79.4
3,92.9,62.6,low,low,public,4,high,medium,5,low,1,mixed,55.6
1,88.7,62.6,low,high,private,1,high,high,9,moderate,7,junk-heavy,32.6
8,57.7,44.1,low,low,private,10,low,medium,4,high,6,junk-heavy,59.1
5,89.9,56.7,high,medium,private,4,mid,medium,11,moderate,3,balanced,95.3
8,88.2,49.6,medium,high,public,8,mid,low,6,moderate,5,balanced,98.0
8,72.1,95.0,high,medium,public,10,low,low,10,none,5,balanced,98.0
8,60.1,94.1,low,medium,public,5,low,medium,10,low,1,mixed,82.6
8,91.7,74.2,high,low,public,3,mid,high,7,moderate,1,balanced,90.7
2,88.2,83.8,high,low,international,0,mid,medium,4,none,7,junk-heavy,40.6
4,51.5,94.3,medium,high,private,2,mid,low,10,high,3,balanced,86.5
6,84.3,89.9,low,high,public,3,low,low,4,low,5,balanced,71.1
6,68.8,55.2,low,low,public,7,mid,high,7,moderate,3,balanced,64.6
9,51.1,94.9,high,high,public,9,mid,high,7,moderate,3,balanced,98.0
1,62.8,97.8,high,medium,private,5,high,medium,5,moderate,4,balanced,69.6
6,86.1,65.3,low,high,public,8,mid,high,4,none,2,junk-heavy,64.8
3,54.7,90.7,high,low,private,6,low,high,4,moderate,5,junk-heavy,45.9
7,90.3,95.6,low,low,international,9,low,medium,6,none,5,balanced,89.0
4,94.5,33.3,high,high,public,5,low,high,6,low,1,junk-heavy,60.1
7,98.5,32.8,high,medium,public,0,mid,high,4,low,4,junk-heavy,52.0
1,67.3,50.2,low,high,private,7,mid,low,7,moderate,5,junk-heavy,48.9
5,84.1,36.8,medium,low,private,2,mid,high,10,high,1,mixed,66.1
7,79.4,76.1,low,medium,public,10,mid,high,4,moderate,4,mixed,79.0
3,78.6,37.0,low,high,public,6,mid,high,8,high,5,balanced,54.8
3,53.6,49.4,medium,medium,private,8,mid,high,10,low,3,mixed,49.4
5,85.4,67.7,medium,medium,public,7,low,medium,6,high,3,balanced,68.9
3,75.2,50.7,medium,low,private,0,high,medium,4,low,4,balanced,48.6
5,91.6,88.6,high,medium,public,4,low,low,4,none,3,balanced,75.1
3,55.9,35.9,low,low,private,5,low,high,8,moderate,6,balanced,36.1
7,70.0,38.3,medium,low,public,2,high,medium,4,low,7,balanced,56.4
1,52.7,88.6,low,low,international,8,mid,low,4,high,3,balanced,48.7
9,57.8,43.7,low,medium,public,5,low,low,8,low,1,junk-heavy,81.6
4,89.9,59.3,high,medium,private,8,low,medium,7,low,3,junk-heavy,72.6
5,75.5,57.3,high,high,public,2,mid,medium,6,moderate,6,balanced,75.8
6,71.4,57.5,medium,low,public,6,low,medium,10,none,2,balanced,77.7
3,53.2,92.2,medium,high,public,10,high,medium,8,low,4,mixed,73.8
4,54.8,54.8,medium,low,private,7,low,medium,5,none,7,balanced,40.7
6,80.1,93.2,high,high,private,9,mid,high,8,high,2,mixed,92.0
3,69.4,94.0,medium,medium,public,1,low,medium,11,moderate,7,junk-heavy,50.7
6,98.9,68.7,medium,medium,public,5,mid,medium,11,moderate,5,mixed,84.1
6,54.6,73.2,low,low,international,3,high,high,10,low,7,mixed,63.6
6,93.0,94.7,medium,high,private,6,mid,high,4,moderate,7,mixed,77.5
3,88.2,73.3,high,medium,private,3,high,medium,9,moderate,6,mixed,70.3
1,84.5,93.9,medium,medium,international,5,mid,low,10,low,4,balanced,77.0
3,88.1,71.3,high,low,public,0,low,low,9,low,6,junk-heavy,53.4
5,61.6,67.9,low,medium,international,0,mid,high,7,low,3,mixed,57.4
9,94.0,94.7,high,medium,public,7,high,medium,6,moderate,1,mixed,98.0
1,98.1,59.1,medium,high,public,1,mid,low,11,moderate,2,mixed,61.1
5,72.3,98.6,medium,medium,private,7,high,medium,8,low,6,balanced,85.4
3,71.9,42.0,low,medium,private,4,low,high,10,high,1,junk-heavy,41.4
3,52.0,78.1,medium,medium,private,1,low,high,8,high,7,balanced,45.4
6,87.5,43.9,high,medium,international,9,high,high,10,high,2,balanced,98.0
9,96.7,52.6,medium,high,public,10,low,medium,5,low,1,mixed,98.0
1,93.7,82.4,high,low,international,8,low,high,5,moderate,4,junk-heavy,44.0
4,64.6,99.3,low,medium,public,10,mid,high,5,none,4,balanced,59.7
9,98.9,45.7,medium,medium,public,7,mid,low,6,none,4,junk-heavy,81.5
8,88.6,71.9,medium,medium,public,2,high,medium,8,high,2,mixed,83.7
1,52.4,41.0,medium,medium,international,3,high,high,9,moderate,5,junk-heavy,42.5
1,84.6,68.3,high,high,private,3,high,low,9,high,2,junk-heavy,70.5
6,95.2,31.5,high,medium,public,8,mid,high,5,high,1,mixed,77.7
5,99.6,96.1,high,high,private,8,mid,medium,11,none,3,junk-heavy,93.7
5,57.9,98.4,medium,high,public,7,high,high,10,low,1,mixed,92.6
9,97.9,88.8,high,low,public,9,low,high,11,high,4,balanced,98.0
3,71.4,61.8,medium,medium,public,9,low,high,9,high,6,balanced,61.1
8,63.3,51.2,high,low,public,6,low,high,6,low,1,mixed,78.2
4,89.5,55.4,low,medium,public,3,low,low,4,high,4,balanced,57.7
5,61.3,87.6,high,medium,private,0,high,high,11,low,2,mixed,76.7
3,66.9,55.3,medium,medium,public,5,low,high,8,high,7,mixed,52.4
5,61.9,85.9,medium,medium,public,5,low,high,11,moderate,3,junk-heavy,69.5
7,65.7,42.8,medium,low,public,8,high,medium,11,low,2,junk-heavy,81.4
6,83.7,72.5,low,high,private,1,mid,medium,7,low,3,balanced,75.1
2,71.5,57.6,medium,low,private,2,low,medium,8,moderate,3,mixed,43.4
9,64.8,40.3,medium,low,public,9,low,low,4,high,4,balanced,85.9
4,91.6,59.8,medium,high,private,7,low,medium,10,moderate,1,balanced,94.3
4,58.9,63.1,high,medium,public,1,low,medium,5,none,6,balanced,45.3
6,62.7,99.4,medium,medium,public,8,mid,high,6,none,3,balanced,73.7
3,79.2,45.1,medium,low,public,8,mid,high,7,moderate,2,balanced,67.3
2,92.7,44.0,medium,medium,public,3,mid,high,11,low,5,junk-heavy,43.2
1,83.3,58.7,low,medium,public,5,mid,high,10,moderate,1,balanced,61.1
6,75.2,80.5,high,low,public,1,low,medium,5,high,4,mixed,66.6
3,65.6,78.1,medium,medium,private,3,mid,medium,10,low,6,junk-heavy,45.5
8,99.8,58.9,low,medium,public,4,low,high,6,none,7,balanced,65.5
1,86.3,57.9,high,medium,private,3,mid,high,9,high,6,balanced,67.2
8,71.3,84.9,medium,high,international,5,mid,medium,6,low,1,balanced,98.0
3,72.0,41.2,high,medium,public,2,mid,high,9,low,4,junk-heavy,53.3
8,91.0,76.6,low,high,public,2,high,medium,9,low,2,junk-heavy,90.4
8,84.8,72.9,medium,high,public,0,high,medium,5,low,5,junk-heavy,70.2
7,85.7,50.3,medium,medium,private,0,mid,medium,5,none,6,balanced,69.3
3,64.5,81.7,high,low,public,4,mid,high,11,low,4,mixed,57.3
1,55.2,88.5,medium,low,private,0,mid,high,4,moderate,2,junk-heavy,37.7
4,72.1,87.4,high,medium,private,10,low,medium,11,moderate,1,mixed,96.9
1,64.6,87.0,high,medium,international,9,high,medium,5,moderate,6,mixed,62.7
3,74.8,44.1,medium,medium,public,9,mid,low,7,none,1,mixed,54.0
5,54.9,55.5,medium,medium,public,9,mid,medium,4,moderate,1,mixed,69.1
7,57.9,92.7,medium,medium,international,0,low,low,4,moderate,6,junk-heavy,62.2
4,74.4,50.8,medium,medium,international,1,low,medium,6,moderate,5,balanced,54.0
1,71.8,45.8,high,medium,private,0,low,medium,6,none,1,mixed,41.7
5,61.4,69.0,medium,medium,public,5,low,low,6,none,1,balanced,70.1
4,75.4,65.9,low,medium,public,6,low,medium,10,high,4,balanced,59.2
9,89.3,54.1,low,low,public,2,high,medium,7,none,4,balanced,81.6
9,54.0,70.6,low,medium,public,9,mid,medium,10,high,4,balanced,98.0
7,76.4,59.7,high,low,public,4,low,high,10,moderate,1,mixed,84.2
9,83.2,86.4,medium,low,public,7,mid,medium,4,moderate,4,junk-heavy,79.6
7,63.6,80.9,medium,low,private,1,low,low,10,low,2,junk-heavy,80.3
9,69.7,67.3,medium,medium,public,1,high,medium,6,moderate,1,balanced,98.0
1,83.6,70.0,high,medium,public,8,high,medium,9,high,3,mixed,68.2
4,78.2,97.4,low,high,private,8,mid,medium,11,low,1,balanced,92.1
8,77.5,35.4,medium,medium,public,7,low,low,8,high,4,balanced,89.1
9,85.6,70.2,medium,medium,public,6,mid,medium,10,moderate,6,mixed,98.0
8,75.2,73.6,medium,high,private,10,mid,low,7,low,2,junk-heavy,94.5
3,58.4,98.5,medium,low,public,2,low,low,8,none,7,balanced,51.1
2,68.3,77.1,low,medium,public,10,high,high,8,moderate,1,mixed,68.9
5,86.8,91.7,medium,medium,public,9,mid,medium,7,moderate,5,junk-heavy,83.3
7,63.9,75.3,low,low,public,5,low,medium,8,moderate,7,mixed,62.4
7,72.6,93.3,low,high,public,0,mid,high,5,moderate,1,mixed,73.1
9,98.0,33.7,medium,medium,public,0,low,low,9,none,2,balanced,81.0
7,69.1,73.4,medium,medium,international,3,low,medium,9,none,1,mixed,79.6
1,64.0,60.6,high,medium,international,9,low,medium,11,moderate,3,junk-heavy,62.1
4,96.2,51.0,medium,medium,public,9,mid,medium,8,high,4,mixed,70.1
7,93.2,96.3,low,low,public,5,high,high,7,none,6,junk-heavy,61.5
9,61.8,36.7,high,medium,public,4,mid,high,9,high,5,junk-heavy,75.0
8,72.6,38.6,low,high,public,10,mid,medium,8,none,4,balanced,85.4
5,66.6,81.0,medium,medium,public,7,mid,high,9,moderate,7,junk-heavy,56.5
7,68.0,67.5,low,medium,private,10,mid,medium,6,high,1,junk-heavy,86.6
9,81.7,68.6,medium,medium,public,2,low,medium,9,none,4,junk-heavy,75.8
4,95.2,63.7,high,medium,public,7,low,high,10,none,6,balanced,61.0
9,80.8,54.7,low,medium,public,9,high,high,7,none,1,balanced,94.1
3,59.4,97.4,low,low,public,2,low,medium,6,high,6,mixed,43.9
5,55.0,51.0,medium,medium,public,8,mid,high,5,moderate,4,junk-heavy,45.9
3,78.1,38.9,high,low,public,7,mid,low,6,moderate,6,balanced,59.6
2,68.6,60.4,medium,medium,public,7,low,medium,7,low,2,mixed,52.9
9,90.1,69.2,medium,high,public,2,low,medium,9,moderate,7,junk-heavy,82.4
7,53.1,87.2,medium,medium,public,6,mid,medium,5,none,2,junk-heavy,78.2
9,51.0,67.1,medium,medium,private,1,mid,low,6,moderate,2,mixed,92.3
9,50.2,51.3,medium,low,public,7,mid,high,7,high,5,balanced,71.1
1,76.5,91.2,high,high,private,1,low,medium,9,moderate,3,balanced,81.3
1,55.7,83.0,low,medium,public,5,low,high,9,high,3,balanced,47.0
7,83.5,46.3,low,high,private,8,low,low,8,high,3,junk-heavy,83.4
9,76.3,47.0,medium,high,private,7,mid,medium,4,moderate,6,balanced,92.4
7,85.8,60.1,low,high,international,7,mid,high,11,moderate,5,junk-heavy,86.8
9,70.2,97.7,medium,low,private,9,high,medium,6,moderate,5,mixed,91.6
9,57.1,66.8,high,low,private,4,low,low,7,low,3,balanced,91.2
9,89.8,55.9,medium,low,public,9,high,high,10,low,4,junk-heavy,78.3
8,57.7,75.6,medium,high,public,4,mid,high,7,none,1,junk-heavy,72.9
5,82.8,43.2,low,medium,public,9,high,high,7,none,7,balanced,57.1
